Record_ID,Date,Day_Name,City,Area_Type,Citizen_ID,Age_Group,Work_Mode,Temperature_C,Rainfall_mm,AQI,Traffic_Level,Average_Traffic_Speed_kmh,Primary_Transport,Public_Transport_Usage_Minutes,Electricity_Consumption_kWh,Water_Consumption_Liters,Internet_Usage_GB,Online_Food_Orders,Daily_Spending_INR,Hospital_Visits,Emergency_Complaints,Work_Hours,Outdoor_Activity_Hours,Happiness_Score,Service_Satisfaction,Weekend,Month,Year,Day,Month_Name,Quarter
REC017033,2025-08-02,Saturday,Delhi,Residential,CIT542244,35-44,Office,24.0,0.9,140.0,Medium,34.4,Metro,109,1.55,174,1.94,1,738.21,0,0,9.6,2.4,8.3,10.0,Yes,8,2025,2,August,3
REC017034,2023-10-21,Saturday,Pune,Residential,CIT102497,25-34,Student,17.0,0.4,38.0,Low,54.7,Private Vehicle,0,4.76,174,2.09,1,1918.16,0,0,5.8,0.8,8.5,9.3,Yes,10,2023,21,October,4
REC017035,2024-12-15,Sunday,Kolkata,Residential,CIT449343,35-44,Student,23.1,0.9,134.0,Medium,24.1,Walking/Cycling,0,12.0,194,3.55,1,50.0,0,0,5.7,3.0,7.3,7.5,Yes,12,2024,15,December,4
REC017036,2025-01-02,Thursday,Hyderabad,Mixed Use,CIT574688,35-44,Work From Home,22.9,1.0,148.0,Severe,5.3,Auto,0,8.97,151,5.07,1,515.21,0,0,9.8,2.6,7.1,7.5,No,1,2025,2,January,1
REC017037,2025-03-16,Sunday,Pune,Residential,CIT403225,25-34,Work From Home,25.6,3.6,100.0,Medium,25.4,Metro,97,7.13,198,4.17,2,2208.68,0,0,6.5,1.7,8.1,7.9,Yes,3,2025,16,March,1
REC017038,2024-10-03,Thursday,Delhi,Mixed Use,CIT575079,25-34,Student,27.4,2.4,206.0,High,11.7,Metro,65,7.05,86,2.89,2,1777.98,0,0,3.5,0.8,5.8,6.7,No,10,2024,3,October,4
REC017039,2024-11-09,Saturday,Chennai,Residential,CIT529079,25-34,Office,26.2,0.3,123.0,Low,52.0,Metro,71,9.45,156,3.83,0,1006.97,0,0,10.5,3.1,8.9,10.0,Yes,11,2024,9,November,4
REC017040,2025-08-20,Wednesday,Hyderabad,Commercial,CIT644885,35-44,Hybrid,29.8,12.1,104.0,Severe,6.0,Bus,97,7.03,62,3.96,0,855.16,0,1,6.0,0.3,6.2,5.4,No,8,2025,20,August,3
REC017041,2024-12-07,Saturday,Pune,Residential,CIT444488,25-34,Work From Home,17.0,0.4,91.0,Medium,37.3,Cab,0,12.86,108,2.24,1,955.84,0,0,8.9,2.3,8.7,8.8,Yes,12,2024,7,December,4
REC017042,2024-08-14,Wednesday,Hyderabad,Industrial,CIT697952,18-24,Work From Home,28.3,8.3,72.0,High,10.4,Walking/Cycling,0,10.36,187,4.97,0,487.39,0,0,9.1,1.8,5.8,6.2,No,8,2024,14,August,3
REC017043,2024-03-14,Thursday,Jaipur,Commercial,CIT791346,18-24,Hybrid,27.1,3.4,126.0,Medium,32.0,Walking/Cycling,0,11.98,182,5.0,1,2004.27,0,0,7.4,2.8,9.3,8.5,No,3,2024,14,March,1
REC017044,2024-03-03,Sunday,Mumbai,Residential,CIT427178,35-44,Office,29.9,0.5,99.0,Low,40.6,Bus,48,11.37,20,1.65,1,706.22,0,0,10.2,1.3,6.4,8.0,Yes,3,2024,3,March,1
REC017045,2025-08-29,Friday,Hyderabad,Industrial,CIT277842,18-24,Student,26.6,0.2,92.0,Low,49.4,Bus,50,14.4,94,2.41,0,1128.76,0,0,6.9,2.1,7.5,7.1,No,8,2025,29,August,3
REC017046,2024-03-06,Wednesday,Bengaluru,Residential,CIT401847,45-54,Office,19.3,4.3,110.0,High,11.5,Cab,0,8.91,92,6.58,0,981.47,0,0,9.6,1.0,6.8,4.8,No,3,2024,6,March,1
REC017047,2023-03-24,Friday,Hyderabad,Mixed Use,CIT552703,45-54,Hybrid,27.0,1.3,82.0,Medium,31.6,Private Vehicle,0,14.64,88,5.08,1,654.44,0,0,7.8,1.6,7.3,7.2,No,3,2023,24,March,1
REC017048,2025-11-22,Saturday,Chennai,Residential,CIT987294,35-44,Other,24.6,2.1,101.0,Medium,24.7,Metro,60,11.83,185,6.31,0,1520.22,0,0,0.7,0.1,7.6,7.7,Yes,11,2025,22,November,4
REC017049,2025-04-17,Thursday,Bengaluru,Commercial,CIT219081,25-34,Work From Home,27.2,0.9,35.0,Low,37.4,Auto,0,10.06,149,3.96,0,1813.49,0,0,8.9,4.3,7.3,8.5,No,4,2025,17,April,2
REC017050,2024-02-10,Saturday,Mumbai,Industrial,CIT688563,45-54,Work From Home,29.1,1.1,102.0,Medium,32.0,Private Vehicle,0,14.1,80,3.85,0,1018.26,0,0,9.3,3.7,9.3,8.1,Yes,2,2024,10,February,1
REC017051,2025-08-05,Tuesday,Jaipur,Mixed Use,CIT365881,35-44,Work From Home,27.2,3.0,139.0,Low,45.3,Metro,44,9.98,174,4.17,0,1149.26,0,0,6.0,3.9,7.8,7.3,No,8,2025,5,August,3
REC017052,2024-12-30,Monday,Kolkata,Commercial,CIT754826,45-54,Office,23.2,6.1,176.0,Medium,23.2,Bus,43,8.74,126,3.73,1,1534.61,0,0,8.8,2.2,8.1,9.9,No,12,2024,30,December,4
REC017053,2025-03-05,Wednesday,Pune,Residential,CIT242705,25-34,Student,27.1,1.4,56.0,Low,38.1,Cab,0,7.21,151,1.26,0,1006.39,0,0,3.2,2.0,7.6,7.5,No,3,2025,5,March,1
REC017054,2025-02-12,Wednesday,Kolkata,Residential,CIT403289,25-34,Hybrid,26.0,2.5,180.0,Low,48.2,Bus,112,12.76,107,2.6,1,1504.67,0,0,6.5,1.9,8.2,10.0,No,2,2025,12,February,1
REC017055,2024-08-06,Tuesday,Jaipur,Residential,CIT243955,45-54,Other,30.4,1.6,159.0,Medium,37.9,Cab,0,9.14,121,0.45,1,936.45,0,0,1.8,1.4,6.3,4.8,No,8,2024,6,August,3
REC017056,2023-02-17,Friday,Mumbai,Commercial,CIT869924,45-54,Work From Home,29.2,0.3,116.0,Medium,27.3,Bus,45,10.14,176,0.1,2,2079.92,0,0,7.3,1.2,5.9,6.4,No,2,2023,17,February,1
REC017057,2023-05-06,Saturday,Mumbai,Mixed Use,CIT351912,25-34,Office,36.8,3.1,115.0,Low,39.2,Walking/Cycling,0,9.94,139,5.3,0,348.91,0,0,9.7,1.3,5.6,4.4,Yes,5,2023,6,May,2
REC017058,2025-08-23,Saturday,Delhi,Residential,CIT279194,55+,Student,32.6,0.7,167.0,Medium,30.0,Private Vehicle,0,12.44,160,6.32,0,570.94,0,0,5.3,1.9,9.3,9.0,Yes,8,2025,23,August,3
REC017059,2025-04-19,Saturday,Chennai,Residential,CIT708179,35-44,Hybrid,27.1,2.1,65.0,Medium,25.8,Private Vehicle,0,6.57,132,4.55,0,1145.18,0,0,8.9,2.5,9.0,9.7,Yes,4,2025,19,April,2
REC017060,2025-07-19,Saturday,Jaipur,Commercial,CIT663594,45-54,Student,35.9,1.8,196.0,Low,41.1,Bus,75,10.66,164,7.23,0,1387.82,0,0,6.0,1.1,6.9,8.1,Yes,7,2025,19,July,3
REC017061,2025-09-29,Monday,Kolkata,Commercial,CIT735041,45-54,Office,27.5,7.5,146.0,Severe,6.6,Metro,114,14.3,134,6.76,0,225.38,0,0,9.1,2.0,8.2,9.2,No,9,2025,29,September,3
REC017062,2024-07-05,Friday,Pune,Mixed Use,CIT450168,55+,Hybrid,29.8,1.4,53.0,Low,37.5,Private Vehicle,0,9.33,138,4.56,1,1535.94,0,0,5.3,3.4,8.1,7.7,No,7,2024,5,July,3
REC017063,2024-09-03,Tuesday,Jaipur,Commercial,CIT956584,45-54,Office,29.8,4.9,185.0,Medium,29.1,Auto,0,8.51,176,5.21,0,1187.24,0,0,8.8,2.5,7.4,5.5,No,9,2024,3,September,3
REC017064,2024-11-29,Friday,Hyderabad,Residential,CIT143850,35-44,Hybrid,21.8,0.4,38.0,Low,54.2,Bus,102,10.26,50,5.51,1,123.57,0,0,5.1,1.8,8.1,8.0,No,11,2024,29,November,4
REC017065,2023-05-10,Wednesday,Mumbai,Residential,CIT786121,55+,Other,32.5,1.9,117.0,High,19.9,Auto,0,11.11,175,4.2,0,547.66,0,0,7.5,2.7,6.6,6.6,No,5,2023,10,May,2
REC017066,2024-07-17,Wednesday,Pune,Residential,CIT467051,35-44,Student,26.5,7.1,114.0,Low,51.7,Walking/Cycling,0,11.3,180,4.27,0,921.01,0,0,3.5,0.9,7.9,8.4,No,7,2024,17,July,3
REC017067,2025-04-03,Thursday,Pune,Residential,CIT943738,25-34,Office,28.4,2.2,100.0,Severe,6.9,Bus,53,6.32,150,3.44,0,373.9,0,0,9.4,0.3,6.7,7.5,No,4,2025,3,April,2
REC017068,2023-08-04,Friday,Hyderabad,Residential,CIT933631,45-54,Other,29.2,5.0,20.0,Medium,29.2,Walking/Cycling,0,15.16,68,1.47,0,942.3,0,0,3.9,1.6,6.5,6.4,No,8,2023,4,August,3
REC017069,2025-04-05,Saturday,Kolkata,Residential,CIT836098,35-44,Work From Home,28.9,1.7,114.0,Medium,31.8,Metro,116,7.5,90,1.38,1,1008.3,0,0,9.1,2.3,7.2,6.7,Yes,4,2025,5,April,2
REC017070,2025-12-28,Sunday,Chennai,Residential,CIT401200,25-34,Student,25.3,0.5,102.0,Medium,36.0,Bus,49,9.62,136,2.19,1,1350.95,0,0,3.3,1.4,9.1,6.6,Yes,12,2025,28,December,4
REC017071,2025-11-02,Sunday,Bengaluru,Industrial,CIT361283,25-34,Student,19.8,0.1,61.0,Low,48.0,Walking/Cycling,0,13.36,120,7.25,2,1744.87,0,0,5.8,1.8,9.1,8.2,Yes,11,2025,2,November,4
REC017072,2025-01-06,Monday,Kolkata,Commercial,CIT904808,45-54,Student,24.0,1.2,153.0,Severe,11.1,Metro,28,7.02,166,6.05,0,1182.08,0,0,4.4,1.4,7.3,6.5,No,1,2025,6,January,1
REC017073,2024-01-13,Saturday,Kolkata,Residential,CIT323286,25-34,Work From Home,26.3,0.8,154.0,High,22.9,Auto,0,11.42,136,2.53,1,553.98,0,0,9.8,2.9,8.8,9.6,Yes,1,2024,13,January,1
REC017074,2025-11-12,Wednesday,Bengaluru,Industrial,CIT222618,35-44,Student,17.2,0.4,136.0,Medium,29.8,Auto,0,10.58,187,2.08,1,1496.02,0,0,6.7,2.4,8.0,8.3,No,11,2025,12,November,4
REC017075,2024-03-27,Wednesday,Chennai,Mixed Use,CIT430413,35-44,Other,31.5,1.3,163.0,Low,45.5,Metro,93,5.36,164,3.53,0,849.07,0,0,6.1,0.8,7.9,8.0,No,3,2024,27,March,1
REC017076,2024-11-26,Tuesday,Hyderabad,Residential,CIT656476,25-34,Hybrid,22.3,1.8,131.0,High,15.5,Private Vehicle,0,10.67,109,6.62,0,946.4,0,0,5.1,0.0,6.9,6.8,No,11,2024,26,November,4
REC017077,2023-01-06,Friday,Hyderabad,Residential,CIT498785,45-54,Work From Home,20.6,0.1,80.0,Medium,23.9,Auto,0,11.68,116,5.97,1,1490.4,0,0,6.1,1.0,8.1,8.0,No,1,2023,6,January,1
REC017078,2023-07-06,Thursday,Chennai,Residential,CIT318871,25-34,Work From Home,35.7,6.5,145.0,Severe,8.8,Bus,104,10.52,236,11.27,1,624.93,0,0,9.9,1.9,7.2,5.2,No,7,2023,6,July,3
REC017079,2024-04-01,Monday,Bengaluru,Mixed Use,CIT937739,45-54,Student,24.1,1.5,145.0,High,19.3,Metro,96,10.97,116,1.89,2,50.0,0,0,6.2,1.5,7.3,7.1,No,4,2024,1,April,2
REC017080,2025-04-29,Tuesday,Bengaluru,Commercial,CIT565327,35-44,Other,26.8,1.7,115.0,Medium,27.9,Bus,39,10.97,201,0.1,1,346.49,0,0,5.9,3.2,8.7,8.7,No,4,2025,29,April,2
REC017081,2025-02-06,Thursday,Bengaluru,Residential,CIT614906,25-34,Student,18.8,1.3,134.0,Medium,35.3,Private Vehicle,0,7.18,175,2.48,1,812.98,0,0,4.1,2.7,8.2,9.4,No,2,2025,6,February,1
REC017082,2024-05-23,Thursday,Chennai,Commercial,CIT926442,18-24,Work From Home,35.8,0.0,84.0,Low,53.5,Metro,52,15.05,183,3.65,1,1025.19,0,0,9.9,3.7,8.4,7.9,No,5,2024,23,May,2
REC017083,2024-06-07,Friday,Bengaluru,Residential,CIT984904,45-54,Other,33.7,2.2,86.0,Low,52.5,Bus,105,7.29,120,1.4,0,1342.92,0,0,3.4,4.1,8.1,8.4,No,6,2024,7,June,2
REC017084,2024-08-10,Saturday,Kolkata,Residential,CIT295536,25-34,Office,29.1,0.1,113.0,Medium,27.7,Auto,0,8.67,142,1.52,1,1616.02,0,0,9.3,3.0,7.8,8.4,Yes,8,2024,10,August,3
REC017085,2025-02-16,Sunday,Kolkata,Industrial,CIT779422,25-34,Office,22.8,1.9,135.0,High,23.8,Bus,98,10.22,114,2.86,0,736.52,0,0,11.0,1.9,7.5,6.8,Yes,2,2025,16,February,1
REC017086,2024-10-01,Tuesday,Pune,Commercial,CIT147381,35-44,Hybrid,25.0,0.7,67.0,Medium,25.5,Bus,50,8.05,187,2.27,1,1310.73,0,0,6.9,1.3,9.9,10.0,No,10,2024,1,October,4
REC017087,2025-03-11,Tuesday,Bengaluru,Mixed Use,CIT164962,35-44,Student,27.2,3.3,20.0,Medium,25.4,Private Vehicle,0,7.63,107,4.67,1,500.32,0,0,5.9,3.2,7.6,7.8,No,3,2025,11,March,1
REC017088,2025-07-28,Monday,Kolkata,Industrial,CIT293106,35-44,Other,31.9,11.7,121.0,Low,54.4,Cab,0,12.99,182,0.57,1,783.09,0,0,4.1,0.8,6.3,6.8,No,7,2025,28,July,3
REC017089,2025-03-03,Monday,Pune,Mixed Use,CIT858712,18-24,Office,18.4,0.8,102.0,Medium,30.5,Private Vehicle,0,13.27,209,0.18,0,1123.67,0,0,11.0,2.1,8.8,10.0,No,3,2025,3,March,1
REC017090,2023-07-03,Monday,Mumbai,Industrial,CIT704508,25-34,Office,32.7,3.0,30.0,Low,35.2,Metro,111,13.03,141,3.22,1,1492.64,0,0,7.8,2.9,7.7,5.4,No,7,2023,3,July,3
REC017091,2023-06-30,Friday,Bengaluru,Commercial,CIT283111,35-44,Work From Home,33.7,2.7,192.0,Severe,10.2,Cab,0,9.15,121,0.55,0,648.39,0,0,7.4,2.0,6.2,7.5,No,6,2023,30,June,2
REC017092,2025-04-01,Tuesday,Jaipur,Residential,CIT848104,25-34,Hybrid,30.6,0.1,155.0,Medium,33.6,Cab,0,8.46,99,7.68,1,1512.33,0,0,5.0,2.3,9.2,9.3,No,4,2025,1,April,2
REC017093,2025-08-25,Monday,Kolkata,Residential,CIT918453,18-24,Work From Home,28.3,4.8,161.0,Severe,13.5,Cab,0,11.89,196,5.28,0,50.0,0,0,7.3,0.7,6.3,5.7,No,8,2025,25,August,3
REC017094,2023-04-25,Tuesday,Hyderabad,Mixed Use,CIT434448,25-34,Office,28.9,0.1,69.0,Medium,35.5,Private Vehicle,0,2.18,210,2.61,0,1331.4,0,0,9.6,0.0,6.3,6.1,No,4,2023,25,April,2
REC017095,2025-10-11,Saturday,Mumbai,Industrial,CIT751321,25-34,Work From Home,26.7,2.5,112.0,Medium,32.8,Cab,0,9.21,153,6.49,1,734.71,0,0,8.6,1.4,7.9,8.8,Yes,10,2025,11,October,4
REC017096,2024-01-19,Friday,Chennai,Mixed Use,CIT348409,18-24,Work From Home,28.9,0.1,176.0,High,23.2,Cab,0,9.48,95,7.18,0,1150.55,0,0,8.2,2.3,7.4,5.0,No,1,2024,19,January,1
REC017097,2024-01-25,Thursday,Hyderabad,Commercial,CIT614766,35-44,Office,23.4,0.7,133.0,Low,36.7,Cab,0,8.87,173,7.45,0,494.35,0,0,8.1,1.4,8.5,10.0,No,1,2024,25,January,1
REC017098,2025-11-21,Friday,Hyderabad,Commercial,CIT406318,25-34,Work From Home,18.3,0.2,54.0,Severe,4.7,Metro,57,10.24,243,4.35,1,2148.35,0,0,9.3,1.8,7.3,7.2,No,11,2025,21,November,4
REC017099,2023-01-17,Tuesday,Mumbai,Mixed Use,CIT152124,18-24,Student,27.7,1.3,78.0,Severe,11.9,Metro,80,10.77,119,4.25,1,1336.68,0,0,6.9,2.6,6.8,7.6,No,1,2023,17,January,1
REC017100,2023-02-24,Friday,Pune,Residential,CIT404356,18-24,Hybrid,21.6,0.0,36.0,Low,39.8,Metro,56,6.73,154,2.01,1,599.42,0,0,8.0,2.0,7.9,6.6,No,2,2023,24,February,1
REC017101,2023-10-10,Tuesday,Mumbai,Residential,CIT324248,18-24,Other,30.4,0.1,45.0,Severe,5.2,Bus,60,5.61,215,2.53,0,882.97,0,0,7.3,2.6,8.8,9.5,No,10,2023,10,October,4
REC017102,2023-12-02,Saturday,Jaipur,Residential,CIT369293,35-44,Other,19.5,0.3,111.0,Medium,27.7,Bus,46,10.69,77,7.36,1,1771.89,0,0,7.3,0.4,7.4,6.8,Yes,12,2023,2,December,4
REC017103,2025-09-06,Saturday,Kolkata,Residential,CIT703368,35-44,Work From Home,28.3,13.6,171.0,High,15.8,Walking/Cycling,0,13.33,126,1.36,0,880.16,0,0,9.3,1.4,6.9,7.2,Yes,9,2025,6,September,3
REC017104,2023-01-13,Friday,Delhi,Residential,CIT349184,35-44,Work From Home,21.1,0.7,218.0,Severe,5.6,Auto,0,6.84,134,3.0,0,995.98,0,0,6.2,1.4,7.3,6.7,No,1,2023,13,January,1
REC017105,2025-12-20,Saturday,Kolkata,Residential,CIT958934,45-54,Other,20.7,2.9,143.0,High,13.1,Metro,49,8.36,180,6.79,3,1832.08,0,0,5.3,2.3,7.8,7.9,Yes,12,2025,20,December,4
REC017106,2024-02-11,Sunday,Chennai,Residential,CIT992637,35-44,Student,24.5,1.0,139.0,Medium,28.7,Metro,87,7.22,165,4.97,0,50.0,0,2,5.8,3.7,9.5,9.1,Yes,2,2024,11,February,1
REC017107,2023-07-30,Sunday,Kolkata,Mixed Use,CIT290132,55+,Hybrid,26.0,14.9,144.0,Low,46.3,Bus,82,6.72,153,3.31,0,382.76,0,0,8.5,5.5,9.7,9.7,Yes,7,2023,30,July,3
REC017108,2025-02-05,Wednesday,Delhi,Residential,CIT435144,25-34,Hybrid,28.2,0.3,141.0,Medium,30.1,Private Vehicle,0,7.74,132,2.96,0,235.99,0,0,6.7,2.3,9.2,8.5,No,2,2025,5,February,1
REC017109,2025-01-02,Thursday,Mumbai,Mixed Use,CIT478066,18-24,Student,27.4,4.1,158.0,Severe,8.6,Private Vehicle,0,6.95,104,1.31,0,1362.97,0,0,3.9,0.7,5.3,7.2,No,1,2025,2,January,1
REC017110,2024-06-16,Sunday,Kolkata,Residential,CIT335708,18-24,Work From Home,35.2,1.8,148.0,Low,43.2,Walking/Cycling,0,14.11,124,4.23,0,946.64,0,0,7.8,2.8,7.5,6.5,Yes,6,2024,16,June,2
REC017111,2025-07-26,Saturday,Delhi,Residential,CIT304740,35-44,Office,32.8,5.4,152.0,High,21.6,Metro,31,12.82,169,5.73,1,1126.49,0,0,8.6,2.0,6.4,4.4,Yes,7,2025,26,July,3
REC017112,2023-11-25,Saturday,Kolkata,Commercial,CIT527856,18-24,Office,23.4,1.9,115.0,Medium,28.0,Auto,0,2.13,134,1.91,0,79.75,0,0,10.8,0.9,8.1,7.3,Yes,11,2023,25,November,4
REC017113,2025-07-08,Tuesday,Jaipur,Residential,CIT508025,25-34,Work From Home,33.5,0.8,116.0,Low,43.7,Cab,0,15.85,87,0.63,1,2011.69,0,0,9.8,1.7,8.8,9.6,No,7,2025,8,July,3
REC017114,2025-07-11,Friday,Chennai,Residential,CIT796140,25-34,Other,33.3,3.5,104.0,Low,48.9,Private Vehicle,0,12.76,65,3.21,0,1368.46,0,0,1.9,1.4,7.3,7.7,No,7,2025,11,July,3
REC017115,2024-06-18,Tuesday,Pune,Commercial,CIT379409,25-34,Hybrid,30.0,22.0,68.0,Medium,28.4,Private Vehicle,0,3.31,105,0.1,0,1332.03,0,0,6.2,2.9,6.8,9.7,No,6,2024,18,June,2
REC017116,2025-10-12,Sunday,Delhi,Residential,CIT977231,35-44,Hybrid,16.5,0.7,190.0,Low,39.4,Bus,82,10.46,178,0.79,1,1618.37,0,0,8.8,1.8,9.7,10.0,Yes,10,2025,12,October,4
REC017117,2025-04-07,Monday,Bengaluru,Residential,CIT863324,25-34,Other,28.6,5.3,66.0,High,17.3,Metro,111,2.38,111,2.64,1,1229.64,0,0,3.2,3.5,8.0,7.6,No,4,2025,7,April,2
REC017118,2024-11-30,Saturday,Kolkata,Mixed Use,CIT686375,25-34,Other,25.7,2.4,134.0,Medium,31.7,Metro,46,15.06,127,4.74,1,953.24,0,2,3.1,2.6,9.4,10.0,Yes,11,2024,30,November,4
REC017119,2024-03-13,Wednesday,Mumbai,Industrial,CIT746550,25-34,Office,31.1,6.4,114.0,High,13.5,Cab,0,8.22,122,5.26,1,420.19,0,0,8.6,1.5,8.1,8.4,No,3,2024,13,March,1
REC017120,2023-03-26,Sunday,Delhi,Residential,CIT987206,35-44,Hybrid,26.5,2.9,263.0,Severe,4.2,Metro,67,7.42,268,1.31,0,713.25,0,0,7.5,0.7,7.2,7.2,Yes,3,2023,26,March,1
REC017121,2025-07-04,Friday,Kolkata,Residential,CIT486255,18-24,Other,32.6,1.4,175.0,Medium,31.7,Metro,73,9.22,108,5.78,0,50.0,0,0,0.8,2.1,7.5,7.4,No,7,2025,4,July,3
REC017122,2023-11-24,Friday,Pune,Residential,CIT550141,55+,Office,17.8,3.7,73.0,Medium,27.0,Private Vehicle,0,11.67,99,5.39,1,453.12,0,0,9.9,1.5,8.0,6.9,No,11,2023,24,November,4
REC017123,2023-09-17,Sunday,Delhi,Residential,CIT388671,18-24,Work From Home,25.4,17.2,121.0,Medium,34.3,Bus,38,7.32,137,3.73,0,1444.45,0,0,9.3,0.0,8.5,7.7,Yes,9,2023,17,September,3
REC017124,2023-02-05,Sunday,Jaipur,Residential,CIT438914,55+,Student,23.1,0.4,139.0,Medium,22.0,Private Vehicle,0,8.23,134,4.34,0,586.25,0,0,5.5,3.3,7.9,8.3,Yes,2,2023,5,February,1
REC017125,2023-01-23,Monday,Pune,Commercial,CIT902920,25-34,Other,18.7,2.8,75.0,Low,38.7,Private Vehicle,0,8.25,126,5.11,0,827.2,0,0,0.5,2.4,8.2,8.2,No,1,2023,23,January,1
REC017126,2025-07-19,Saturday,Mumbai,Residential,CIT777570,35-44,Hybrid,29.4,0.2,94.0,Medium,29.5,Cab,0,11.34,149,7.97,0,498.09,0,0,7.5,1.7,9.0,7.9,Yes,7,2025,19,July,3
REC017127,2023-04-19,Wednesday,Chennai,Residential,CIT496332,25-34,Work From Home,31.0,0.3,129.0,Severe,4.6,Auto,0,9.5,199,2.3,0,846.79,0,0,9.1,0.4,6.1,6.8,No,4,2023,19,April,2
REC017128,2025-08-09,Saturday,Hyderabad,Residential,CIT458760,18-24,Hybrid,30.5,4.7,126.0,Medium,22.2,Metro,45,5.47,104,6.97,1,1340.74,0,0,7.4,2.7,7.3,8.2,Yes,8,2025,9,August,3
REC017129,2023-10-01,Sunday,Pune,Commercial,CIT545897,35-44,Other,26.4,0.7,20.0,Medium,28.9,Metro,96,5.78,189,4.79,0,905.48,0,0,0.2,0.6,7.9,6.7,Yes,10,2023,1,October,4
REC017130,2023-05-18,Thursday,Pune,Commercial,CIT627123,35-44,Student,30.2,0.6,42.0,Low,39.0,Bus,111,10.1,95,2.75,2,453.51,0,0,4.1,1.1,8.7,8.8,No,5,2023,18,May,2
REC017131,2023-10-08,Sunday,Bengaluru,Industrial,CIT978245,45-54,Work From Home,19.9,0.1,106.0,Low,45.5,Metro,117,8.97,156,6.16,1,1351.85,0,0,6.0,3.0,6.8,6.5,Yes,10,2023,8,October,4
REC017132,2024-05-26,Sunday,Hyderabad,Industrial,CIT535218,25-34,Student,31.7,0.8,119.0,Low,53.6,Private Vehicle,0,6.92,129,0.42,2,430.2,0,0,6.2,1.6,9.7,8.8,Yes,5,2024,26,May,2
REC017133,2025-02-10,Monday,Pune,Residential,CIT851807,35-44,Student,19.8,0.3,63.0,Medium,36.9,Cab,0,8.11,174,5.93,0,1683.83,0,0,3.3,1.2,7.1,6.5,No,2,2025,10,February,1
REC017134,2025-10-28,Tuesday,Chennai,Mixed Use,CIT473333,35-44,Work From Home,29.6,1.0,74.0,High,22.6,Walking/Cycling,0,13.47,192,0.1,1,1263.74,0,0,8.1,1.0,7.1,6.4,No,10,2025,28,October,4
REC017135,2024-12-02,Monday,Pune,Residential,CIT972364,35-44,Office,18.5,0.2,56.0,Low,39.9,Cab,0,4.45,158,2.47,1,754.25,0,0,7.9,2.1,8.9,9.0,No,12,2024,2,December,4
REC017136,2024-09-24,Tuesday,Chennai,Commercial,CIT435919,18-24,Student,28.2,3.0,86.0,Medium,36.5,Walking/Cycling,0,7.98,151,5.22,1,508.24,0,0,3.7,1.2,8.1,5.7,No,9,2024,24,September,3
REC017137,2023-01-17,Tuesday,Jaipur,Residential,CIT753236,35-44,Other,21.6,3.6,163.0,Medium,30.2,Metro,38,6.48,92,5.47,1,843.06,0,0,3.7,2.5,8.9,8.1,No,1,2023,17,January,1
REC017138,2024-03-16,Saturday,Chennai,Industrial,CIT509790,25-34,Student,26.7,2.0,172.0,High,11.1,Auto,0,10.22,185,4.65,0,1001.97,0,0,5.8,1.0,8.0,9.5,Yes,3,2024,16,March,1
REC017139,2023-03-29,Wednesday,Mumbai,Industrial,CIT937000,35-44,Work From Home,25.6,1.3,65.0,Severe,4.4,Private Vehicle,0,10.71,159,2.2,0,401.63,0,0,8.9,1.6,5.6,7.3,No,3,2023,29,March,1
REC017140,2024-06-16,Sunday,Chennai,Commercial,CIT859971,25-34,Work From Home,34.0,3.2,123.0,Low,52.3,Cab,0,12.11,105,2.55,0,503.96,0,0,8.0,3.8,8.3,9.5,Yes,6,2024,16,June,2
REC017141,2025-02-22,Saturday,Delhi,Mixed Use,CIT451269,18-24,Other,17.3,0.7,158.0,Medium,27.1,Bus,86,13.72,177,5.55,0,812.91,0,0,1.9,2.6,8.6,8.2,Yes,2,2025,22,February,1
REC017142,2024-02-24,Saturday,Jaipur,Mixed Use,CIT723511,35-44,Hybrid,28.4,0.1,147.0,Low,40.3,Private Vehicle,0,12.52,149,3.29,0,792.59,0,0,7.4,3.3,8.2,7.3,Yes,2,2024,24,February,1
REC017143,2025-04-09,Wednesday,Chennai,Commercial,CIT827053,55+,Student,32.5,1.1,121.0,Severe,9.8,Cab,0,10.27,149,3.45,0,1201.3,0,0,3.6,0.0,6.0,6.2,No,4,2025,9,April,2
REC017144,2024-02-29,Thursday,Pune,Commercial,CIT279871,18-24,Other,20.9,0.3,49.0,Low,39.8,Walking/Cycling,0,7.85,118,5.12,2,1493.53,0,0,5.7,2.0,6.8,7.4,No,2,2024,29,February,1
REC017145,2025-12-08,Monday,Pune,Residential,CIT594214,35-44,Office,15.9,3.7,91.0,Medium,32.2,Cab,0,8.76,284,5.85,0,1886.26,0,0,7.3,2.7,9.1,6.1,No,12,2025,8,December,4
REC017146,2024-07-12,Friday,Delhi,Residential,CIT911007,25-34,Office,33.4,27.5,172.0,Low,37.9,Metro,33,9.27,167,3.23,0,1388.44,0,0,9.2,2.3,8.0,9.9,No,7,2024,12,July,3
REC017147,2025-06-27,Friday,Mumbai,Residential,CIT112431,25-34,Student,33.7,19.0,63.0,High,14.6,Auto,0,13.43,152,5.38,1,1785.95,0,0,3.9,2.2,5.6,7.0,No,6,2025,27,June,2
REC017148,2024-10-31,Thursday,Pune,Residential,CIT906310,25-34,Other,24.5,0.3,45.0,Low,49.0,Bus,54,9.01,165,5.39,2,779.99,0,0,3.5,2.2,7.7,8.9,No,10,2024,31,October,4
